QtyOnHand,ID
2,011469300@1954
1,0117-4696@1098
175,011315-3@0104
1,0118-0847@1098
2,012003-19019@0612
26,01208300@0278
1,01216100@0278
10,013003-09015@0612
2,013019-361304@0612
0,01530-03912@1563
4,01602-21236@1563
25,016030395@0612
31,017.02.1100@0612
2,017001-00069@0664
7,01761-0600-0200@0104
2,018001-00000@0612
27,02-120-017@1490
2,02-343251@0124
3,02-358446@0124
9,02-7015791@0317
1,02-7087093@0317
2,0201-056@0382
2,854719P@2339
1,16501368@2339
1,AG408052@2339
1,526641D1@2339
1,AG515831@2339
3,3792428M1@2339
5,3779269M91@2339
3,3647582M1@2339
7,3811677M1@2339
5,3818475M2@2339
4,2730862M92@2339
3,CL670598C5@2339
6,CL661222C2@2339
1,1A60577@2339
2,72291630@2339
8,SN10627@2339
16,SN10487@2339
1,4341391@2339
1,3301072M96@2339
5,1D88032@2339
36,201339@2339
2,6242188M1@2339
4,AG552356@2339
4,72513815@2339
2,211540@2339
2,211602@2339
4,211786@2339
4,211952@2339
5,212015@2339
1,270516@2339
28,328856@2339
9,364853@2339
2,366008@2339
3,366699@2339
1,437459@2339
1,492864@2339
5,716076@2339
1,717891@2339
33,732232@2339
20,743632@2339
4,760402@2339
7,762135@2339
1,765293@2339
4,765701@2339
28,852269@2339
2,854253@2339
6,12663@2339
4,15245@2339
1,WLS5020@2339
30,7381-87@2339
1,3311935M91@2339
1,1425125M2@2339
1,AG323503@2339
1,72270605@2339
1,526639D1@2339
75,7385-2@2339
1,WR40305@2339
1,WR40105@2339
1,71515058@2339
1,6662466@2339
1,AG513933@2339
1,3363915@2339
2,WR504908@2339
4,AG505193@2339
1,4364178@2339
1,278729M92@2339
1,AG138352@2339
1,AG703778@2339
1,72092270@2339
1,SNFK502922@2339
1,1475792M92@2339
5,0202-010@0382
2,02025900@0278
12,02034270@1505
12,02034270@1951
1,0-460-416-047@0110
2,0-460-494-031@0110
1,0-510-665-336@0110
1,0-510-901-020@0110
4,0-532-001-031@0110
1,0-810-090-116@0110
1,0-986-618-134@0110
11,000 944 0813@0132
1,000-205-130-530@2267
10,000.963.20.33@0612
4,00007812@1607
1,00044812@1607
9,000655@0612
3,0009080235@0132
1,001002-19023@0612
1,001003-32130@0612
10,001004-19093@0612
5,001052606@0612
1,1078314M1@2339
1,72222678@2339
7,3533726M91@2339
5,WR138327@2339
1,71515042@2339
1,AG605545@2339
1,254721M1@2339
1,72200976@2339
1,AG717234@2339
1,SN5464@2339
2,72290188@2339
1,72094330@2339
6,WR524536@2339
10,700154299@2339
3,700133880@2339
7,7852858B@2339
1,4335906@2339
1,732112@2339
1,3709001M92@2339
1,AG321769@2339
1,3308597M91@2339
1,1A64639@2339
1,70275620@2339
1,001131400@1954
33,0012-0500@0104
1,00140612@1607
2,001482-009@1686
2,00180512@1607
59,0205-00127@1981
19,0205-02244@1981
2,020520902U@0211
244,02090-11060@1563
2,02107700@0278
3,02111-0400-2204@0104
1,0221-05813-1126@1736
1,0223-02087-300@1736
1,02301-13@0443
1,024-150-300-050@2267
2,0241-5420104@1098
10,024981400@1954
1,025321000@1954
0,0270483@0278
2,028000-8321@1304
8,028301-0810@1304
1,029191@1576
1,71514692@2339
1,AG408222@2339
4,AG501751@2339
1,CL618502C0@2339
1,360310@2339
1,72275852@2339
1,AG223044@2339
1,72270524@2339
1,72259298@2339
2,AG262320@2339
1,72290711@2339
1,3635963M91@2339
1,CL645446C6@2339
1,AG332414@2339
1,5016090M1@2339
1,1309101@2339
1,3658038M91@2339
1,72216987@2339
1,3754946M1@2339
1,71513073@2339
1,AG262102@2339
1,1644431M91@2339
1,AG320508@2339
41,17627@2339
8,60609@2339
7,202797@2339
1,204002@2339
2,360428@2339
8,360572@2339
3,363066@2339
4,366514@2339
2,502594@2339
1,707777@2339
3,716583@2339
1,718824@2339
1,731698@2339
1,738070@2339
5,744784@2339
1,747528@2339
4,760097@2339
2,851755@2339
1,853031@2339
5,854475@2339
2,854563@2339
2,854633@2339
7,854746@2339
3,1107820@2339
1,3759520M91@2339
1,71515966@2339
1,72290979@2339
1,1474539M92@2339
1,034308S1@2339
1,4388576@2339
1,308430@2339
1,L028040@2339
1,1077741M91@2339
1,1425581M91@2339
1,CL176761C0@2339
1,4344613@2339
1,L025025@2339
1,3709705M91@2339
1,1043565M1@2339
1,1047998M91@2339
3,AG605375@2339
50,700717498@2339
1,4339762@2339
1,3635894M91@2339
1,72219729@2339
1,Y106860@2339
1,72165120@2339
4,1112476@2339
30,854514@2339
2,854610@2339
8,854718@2339
27,1103389@2339
1,1114156@2339
5,1171588@2339
10,1171676@2339
3,1174040@2339
1,1661939@2339
1,1930201@2339
1,2312635@2339
2,2315659@2339
2,2387359@2339
4,4149669@2339
2,4300539@2339
1,4312115@2339
4,4312531@2339
2,4338082@2339
9,4344710@2339
4,4350765@2339
4,4359309@2339
2,4366118@2339
1,4369234@2339
5,4374431@2339
2,4375719@2339
2,4402087@2339
4,5126045@2339
6,10012@2339
1,15016@2339
53,21690@2339
10,23085@2339
30,60244@2339
1,104584@2339
11,107994@2339
6,114237@2339
8,202681@2339
1,203624@2339
4,211587@2339
4,211717@2339
7,211851@2339
10,212019@2339
7,360490@2339
12,360559@2339
1,363151@2339
3,366529@2339
1,389460@2339
2,401291@2339
1,SN2394@2339
1,NB5823086W@2339
1,3536085M94@2339
1,WR504909@2339
1,AG502964@2339
1,732105@2339
2,AG707640@2339
1,33-0060135@2339
2,544376D1@2339
1,L031932@2339
1,WR41026@2339
1,71515146@2339
1,2566061W92@2339
3,WR120643@2339
1,3635734M1@2339
1,1076714M91@2339
1,33-0081272@2339
1,AG680026@2339
1,AG514811@2339
1,AG504125@2339
1,31-2904989@2339
1,1080829M1@2339
1,79070109@2339
2,540060@2339
12,715852@2339
3,717714@2339
1,732929@2339
1,737405@2339
1,743429@2339
7,744412@2339
7,1169082@2339
7,1173102@2339
1,1210163@2339
3,1290634@2339
1,1662068@2339
1,1662085@2339
3,2017341@2339
1,2377053@2339
1,3400845@2339
1,4152218@2339
5,4301597@2339
2,4304385@2339
2,4306978@2339
3,4309649@2339
2,4325558@2339
2,4343914@2339
3,4350548@2339
1,4354169@2339
2,4365615@2339
1,4396595@2339
2,4840211@2339
4,5119545@2339
3,5126233@2339
2,5131153@2339
4,6214714@2339
6,6243935@2339
14,6534473@2339
8,1262@2339
13,10010@2339
7,13344@2339
6,17207@2339
2,206516@2339
5,211599@2339
2,360566@2339
1,360877@2339
2,364491@2339
20,366338@2339
5,366799@2339
3,401109@2339
2,492869@2339
2,701495@2339
1,3533760M91@2339
1,3557513M3@2339
5,AG503897@2339
1,3428944M1@2339
1,700707922@2339
1,1A62912@2339
1,248805M93@2339
1,72271042@2339
2,1A825@2339
1,6174122@2339
1,72271125@2339
1,33-0074233@2339
1,700719218@2339
1,WR41754@2339
6,WR121116@2339
1,W214990B@2339
1,105081@2339
1,3311768M1@2339
1,1050372M91@2339
1,4225175M1@2339
1,72224712@2339
1,72291518@2339
4,AG320832@2339
1,CL040251C0@2339
2,718597@2339
1,735746@2339
5,744827@2339
4,746328@2339
5,760389@2339
26,763144@2339
1,765302@2339
2,765982@2339
4,852825@2339
6,853447@2339
2,854258@2339
2,854390@2339
4,854768@2339
11,855181@2339
2,855403@2339
2,855693@2339
6,1101916@2339
51,1110753@2339
20,1112874@2339
13,1133862@2339
14,1141145@2339
7,1155928@2339
11,1174041@2339
7,1174739@2339
3,1905528@2339
1,2233213@2339
1,2236999@2339
4,3016465@2339
1,4151017@2339
2,4300320@2339
3,4306253@2339
2,4339710@2339
1,4346870@2339
5,4353742@2339
3,4355458@2339
5,4357790@2339
2,4362616@2339
2,4370376@2339
2,4371112@2339
3,4375482@2339
4,747331@2339
3,764020@2339
1,765647@2339
1,806463@2339
1,852881@2339
6,853505@2339
2,854422@2339
2,854636@2339
2,854817@2339
1,855185@2339
2,855508@2339
2,855586@2339
6,1111791@2339
5,1296053@2339
1,2165049@2339
5,2977781@2339
1,4145547@2339
3,4230643@2339
2,4305490@2339
4,4309043@2339
1,4310966@2339
4,4314758@2339
2,4334399@2339
4,4340416@2339
1,4344711@2339
1,4347157@2339
1,4351466@2339
10,6052@2339
1,12888@2339
89,22018@2339
3,211598@2339
3,211832@2339
1,3609802M91@2339
1,AG610626@2339
1,4335207@2339
1,72273939@2339
1,AG606922@2339
1,AG229249@2339
1,71678783@2339
6,WR138323@2339
1,72291558@2339
1,3510410M91@2339
1,700706833@2339
1,1077515M1@2339
1,WR26267@2339
1,72219197@2339
1,L063140@2339
1,SN10532@2339
1,3778924M1@2339
1,3709514M1@2339
1,72275423@2339
1,CL239430C0@2339
3,AG028036@2339
1,3643200M1@2339
1,72291540@2339
49,211880@2339
10,211994@2339
2,233145@2339
7,360570@2339
33,361251@2339
3,364499@2339
3,366813@2339
2,522549@2339
4,707636@2339
40,718766@2339
3,730908@2339
1,733580@2339
5,741044@2339
7,744252@2339
10,758060@2339
2,765150@2339
5,852750@2339
2,854250@2339
2,854727@2339
2,855493@2339
10,1101856@2339
31,1106447@2339
7,4379964@2339
4,5160177@2339
130,6214170@2339
1,6230536@2339
13,6289151@2339
83,6484125@2339
7,6510709@2339
6,6512810@2339
1,6571327@2339
3,6610101@2339
38,6611012@2339
6,6617222@2339
6,6617406@2339
4,6625992@2339
3,6626874@2339
3,6646708@2339
1,6654971@2339
5,6660404@2339
3,6662491@2339
2,6665646@2339
4,6822191@2339
2,6828024@2339
1,6839310@2339
4,7060643@2339
12,7178742@2339
2,7815574@2339
10,9978016@2339
1,6553936@2339
7,6580062@2339
2,6582437@2339
4,6617884@2339
4,6621254@2339
5,6632491@2339
3,6656480@2339
4,6662579@2339
2,6662587@2339
4,6668113@2339
18,6670658@2339
2,6841217@2339
14,6868921@2339
4,7036668@2339
1,7737521@2339
14,8745507@2339
2,17157021@2339
67,30361150@2339
3,34321512@2339
305,70235576@2339
3,70251152@2339
3,70258039@2339
3,70259753@2339
14,70260043@2339
2,70263412@2339
1,70344033@2339
3,11638@2339
8,17694@2339
10,56808@2339
7,211310@2339
2,211905@2339
3,211965@2339
1,270231@2339
1,302417@2339
41,366266@2339
4,366334@2339
1,400890@2339
14,701483@2339
1,713355@2339
4,715583@2339
1,718122@2339
5,732231@2339
7,736529@2339
19,740955@2339
2,743831@2339
4,745193@2339
1,747751@2339
1,72247860@2339
100,70951304@2339
1,3648387M91@2339
3,AG332429@2339
1,4186458@2339
1,4388868@2339
1,401171@2339
1,3726881M1@2339
1,1044238M1@2339
1,3648552M91@2339
1,SN5447@2339
6,AG121361@2339
1,AG334093@2339
25,AG122833@2339
1,L044105@2339
1,72269727@2339
1,3659537M91@2339
2,AG425102@2339
1,72239799@2339
1,W1551093@2339
1,1691920M2@2339
1,522572@2339
2,1078528M1@2339
1,CL643148C1@2339
1,71514457@2339
1,1081754M1@2339
1,3703612M91@2339
5,3809273M91@2339
5,3781171M92@2339
3,3765246M1@2339
8,3599380M1@2339
5,3821161M93@2339
6,3818961M2@2339
2,4337050@2339
2,CL645932C1@2339
3,4383913@2339
9,3533727M91@2339
2,SNAE-5108@2339
3,WR21640@2339
1,WR263082@2339
1,3549427M93@2339
1,SNMT-1072@2339
1,AG502571@2339
1,1076119M91@2339
2,AG504156@2339
1,4226159M1@2339
1,71515125@2339
3,851749@2339
3,853509@2339
5,854111@2339
2,854609@2339
4,855241@2339
2,855691@2339
46,12337@2339
100,17927@2339
5,41848@2339
4,61259@2339
3,107734@2339
4,202844@2339
5,211600@2339
3,211772@2339
6,211844@2339
7,211951@2339
1,360357@2339
11,364949@2339
2,366509@2339
4,598736@2339
4,715997@2339
1,736411@2339
1,744746@2339
1,747373@2339
4,765655@2339
13,852100@2339
2,853039@2339
10,853865@2339
3,854502@2339
2,854503@2339
2,854536@2339
5,854658@2339
6,854707@2339
6,1110630@2339
6,1110784@2339
10,1112722@2339
2,1116949@2339
14,1124042@2339
7,1142451@2339
2,1174264@2339
200,1174566@2339
11,1931079@2339
1,2381188@2339
2,3117483@2339
23,3392239@2339
8,4308358@2339
2,4309516@2339
1,4339941@2339
2,4345416@2339
3,4350285@2339
1,4361966@2339
1,4375216@2339
2,4806613@2339
1,5107088@2339
15,5122339@2339
5,5175977@2339
8,6201362@2339
5,6214478@2339
2,6231533@2339
7,6251722@2339
1,8332@2339
4,11491@2339
22,12760@2339
2,107612@2339
6,203290@2339
12,211588@2339
1,211826@2339
3,270083@2339
1,300663@2339
9,360551@2339
20,364314@2339
3,364603@2339
1,72291646@2339
1,DAE33342@2339
1,3536710M91@2339
1,CL623901C1@2339
1,5016096M1@2339
4,544378D1@2339
1,CL602623C0@2339
1,72290766@2339
2,AG425193@2339
1,72232041@2339
1,WR25768@2339
1,7037914@2339
1,1074091M91@2339
1,CL656853C0@2339
1,72232268@2339
1,72271158@2339
1,SN5220@2339
1,71516014@2339
1,4226161M1@2339
1,AG421989@2339
1,3429822M1@2339
1,WR40531@2339
1,3718273M2@2339
2,366720@2339
2,401229@2339
5,642480@2339
3,718321@2339
9,720713@2339
1,731401@2339
4,737453@2339
10,740055@2339
4,743184@2339
3,743333@2339
12,743744@2339
5,744471@2339
1,745359@2339
1,753368@2339
4,765075@2339
2,854798@2339
2,855297@2339
1,1123860@2339
13,1169436@2339
9,1173486@2339
1,1179366@2339
1,2320846@2339
3,3401344@2339
1,4152909@2339
1,3903519M1@2339
1,3706910M1@2339
1,72291105@2339
1,AG327582@2339
1,3755322M91@2339
1,3029588M91@2339
1,70259751@2339
1,3777811M3@2339
1,3717776M91@2339
1,AG502045@2339
1,AG322044@2339
1,AG409072@2339
2,3410952M93@2339
1,16613901@2339
1,3605907M1@2339
1,1072861M1@2339
1,1840417M1@2339
1,72223759@2339
5,AG505195@2339
1,71194685@2339
1,WR40740@2339
1,L027674@2339
1,1077161M91@2339
4,4301649@2339
8,4311298@2339
6,4312192@2339
5,4322454@2339
8,4333969@2339
1,4336740@2339
3,4339657@2339
2,4343991@2339
3,4358742@2339
1,4362302@2339
2,4364075@2339
2,4368917@2339
4,4373620@2339
1,4375713@2339
2,4397038@2339
4,4851387@2339
1,5116691@2339
4,5126193@2339
7,1100689@2339
38,1126725@2339
7,1127265@2339
5,1139047@2339
2,1141354@2339
1,1165869@2339
1,70595567@2339
1,72501376@2339
1,1078222M1@2339
1,1077653M1@2339
1,3533287M91@2339
5,WR121117@2339
1,CL687323C0@2339
1,5015051M2@2339
1,3534614M1@2339
18,AG325833@2339
1,3647324M1@2339
1,WR26268@2339
1,AG261954@2339
1,1072614M91@2339
1,CL603931C2@2339
1,6657939@2339
1,107334@2339
1,AG327651@2339
1,72503432@2339
1,3510083M91@2339
1,3555944M2@2339
1,3635566M1@2339
1,700131775M@2339
1,1177494@2339
2,2017325@2339
4,2143082@2339
7,2382225@2339
1,4152112@2339
4,4302651@2339
1,4303502@2339
6,4317035@2339
6,4330899@2339
1,4336089@2339
2,4342888@2339
1,4346570@2339
1,4349973@2339
1,4364789@2339
4,4417971@2339
4,5126955@2339
7,5162002@2339
20,6105795@2339
23,6212426@2339
17,6213464@2339
5,6250062@2339
2,6251814@2339
2,6291777@2339
101,6512503@2339
3,WR28921@2339
1,3638064M1@2339
1,3717414M1@2339
5,WR121119@2339
1,700126773@2339
1,SN5465@2339
1,3436784M1@2339
1,AG234218@2339
1,700133220@2339
1,504469D1@2339
1,3501763M1@2339
1,5017458M91@2339
1,1078344M1@2339
1,3778756M1@2339
1,DE76561@2339
1,AG327764@2339
1,72277118@2339
1,AG228936@2339
1,72271684@2339
1,4348222@2339
1,AG328684@2339
1,1056862M91@2339
1,3385588M2@2339
1,6553648@2339
3,6571303@2339
5,6581546@2339
4,6581930@2339
1,6589395@2339
3,6605349@2339
4,6610367@2339
3,6617412@2339
21,6618261@2339
3,6625396@2339
5,6626854@2339
2,6658607@2339
4,6659605@2339
13,6662443@2339
5,6825046@2339
1,7040470@2339
1,8801946@2339
80,10282147@2339
1,59380004@2339
1,70227621@2339
4,70262477@2339
16,70268858@2339
1,70272563@2339
3,70328276@2339
5,765749@2339
16,852322@2339
9,854215@2339
7,855182@2339
169,863126@2339
3,943003@2339
21,1100925@2339
21,1136294@2339
3,1142128@2339
3,1166042@2339
2,1176371@2339
1,1320372@2339
4,2134213@2339
6,2381254@2339
1,2401570@2339
4,3392562@2339
1,4158807@2339
7,4302664@2339
2,4308990@2339
1,4309519@2339
4,4310952@2339
1,4328958@2339
1,4334886@2339
1,4342734@2339
2,4347999@2339
1,4349954@2339
1,4361627@2339
4,6585330@2339
4,6597518@2339
4,6618349@2339
7,6619911@2339
6,6625272@2339
4,6630753@2339
16,6657776@2339
7,6659277@2339
4,6662586@2339
1,6662593@2339
3,6668709@2339
2,6841688@2339
2,6850019@2339
5,7179997@2339
4,7855513@2339
1,8021719@2339
1,34321521@2339
6,59410839@2339
21,70229904@2339
3,70243838@2339
6,70263204@2339
2,70269890@2339
49,70270403@2339
3,70273179@2339
1,70276476@2339
3,70555136@2339
60,70586376@2339
5,6287877@2339
7,6453161@2339
3,6467062@2339
6,6482756@2339
10,6524979@2339
3,6580721@2339
3,6599483@2339
14,6617473@2339
4,6618093@2339
7,6625351@2339
2,6627243@2339
7,6633718@2339
10,6653710@2339
1,6655014@2339
7,6657858@2339
5,6670294@2339
3,6845606@2339
1,6855845@2339
2,02B017600@1972
3,03-460-316@1490
2,03066644@0149
2,031-004-050-040@2267
1,031-300-050-618@2267
1,031-300-060-031@2267
5,03164001@0104
4,0221-10592-1466@1736
2,024-00307A@0153
2,024-350-300-077@2267
8,02400-20413@1563
1,0242901@2002
2,02750-04070@1566
47,02773001@0104
12,028002@0104
2,02B07842@1972
4,02B0G4641@1972
3,02PT77088@0153
2,0309703@2002
22,0309733@2002
7,031-300-100-151@2267
2,033-00853@1981
2,03475700@0278
1,AG561913@2339
1,72089211@2339
1,3640709M1@2339
1,AG261117@2339
1,1056402M1@2339
1,CL688044C1@2339
1,3612908M91@2339
1,AG261456@2339
1,CL61419C2@2339
1,3385403M92@2339
1,33-0047813@2339
1,AG239419@2339
14,WR28926@2339
1,CL514791C0@2339
1,3634155M1@2339
1,700710978@2339
1,72217479@2339
1,3534195M1@2339
2,AG335225@2339
1,1807144M1@2339
3,AG121963@2339
1,3642708M1@2339
1,3634157M91@2339
2,8047011@2339
1,37781301@2339
8,50281102@2339
4,70243848@2339
4,70260583@2339
4,70265208@2339
5,70270830@2339
6,70271970@2339
6,70275610@2339
2,4365276@2339
3,4372829@2339
3,4376974@2339
4,4647815@2339
22,6225874@2339
4,6233217@2339
1,6249887@2339
2,6296264@2339
1,6455463@2339
7,6550817@2339
6,6565857@2339
1,6575038@2339
4,6580765@2339
4,6610099@2339
6,6616795@2339
7,6618091@2339
7,6618228@2339
4,6624557@2339
4,6624771@2339
4,6625492@2339
1,6654808@2339
1,6656084@2339
4,6658631@2339
8,6662664@2339
1,6670335@2339
7,6801635@2339
3,7021637@2339
1,4385984@2339
1,5110377@2339
2,6215030@2339
3,6235196@2339
8,6260129@2339
4,6497614@2339
1,6582159@2339
1,6591648@2339
24,6597790@2339
4,6618243@2339
8,6624841@2339
18,6626551@2339
2,6652053@2339
12,6656095@2339
4,6662574@2339
16,6667898@2339
21,6670655@2339
2,6833339@2339
1,6868418@2339
3,7813983@2339
4,16605915@2339
3,16652766@2339
88,19342064@2339
29,59310829@2339
275,59382303@2339
2,70234470@2339
2,70255798@2339
2,4806611@2339
1,5110199@2339
2,5123817@2339
4,5129885@2339
4,5177846@2339
1,6214490@2339
4,6231799@2339
1,6295640@2339
1,6496475@2339
1,WR40873@2339
1,4338380@2339
1,31-2785807@2339
1,3650369M92@2339
1,33-0111449@2339
1,33-0132721@2339
1,6213272@2339
1,3426677M1@2339
1,71505351@2339
1,1080994M1@2339
1,1078534M1@2339
1,1082207M91@2339
1,AG233026@2339
3,AG322692@2339
1,1473610M92@2339
31,Y6801195@2339
1,3484615M1@2339
1,72098290@2339
1,6656118@2339
1,33-0030082@2339
23,AG332019@2339
2,3820702M91@2339
5,3765247M1@2339
17,6514575@2339
2,6576900@2339
2,6588310@2339
3,6605323@2339
1,6610087@2339
13,6616610@2339
8,6618217@2339
2,6624768@2339
4,6646508@2339
2,6657973@2339
1,7085889@2339
1,7704034@2339
4,8042566@2339
8,9967281@2339
9,10280955@2339
1,11194171@2339
12,43301517@2339
3,50282840@2339
3,4353998@2339
1,4362773@2339
1,4370831@2339
1,4371990@2339
1,4374475@2339
1,4376913@2339
1,4383016@2339
4,5110378@2339
4,5124800@2339
2,5144973@2339
7,6169734@2339
18,6376420@2339
14,6458277@2339
5,6522619@2339
4,6555518@2339
3,6617570@2339
1,6618239@2339
125,6624784@2339
4,6627392@2339
6,6651437@2339
7,6656091@2339
4,6662573@2339
3,6666319@2339
7,6670167@2339
4,6839211@2339
1,6841944@2339
7,8845422@2339
1,70270406@2339
14,70271814@2339
1,70276798@2339
33,70343950@2339
5,70559263@2339
4,70572206@2339
1,70587659@2339
9,70592708@2339
8,70594746@2339
1,70599200@2339
121,70916659@2339
290,70918259@2339
1,70920800@2339
170,70924354@2339
66,70926018@2339
2,70929548@2339
1,70933320@2339
132,70934958@2339
17,70937438@2339
1,71131360@2339
2,71159160@2339
7,71179514@2339
4,71197430@2339
1,71307206@2339
4,71311067@2339
4,71311495@2339
4,3823832M91@2339
4,3762131P92@2339
2,AG500925@2339
11,AG026637@2339
4,SN7673@2339
3,AG504635@2339
5,700130858@2339
2,SNAE-3063@2339
2,007159S1@2339
1,WR121964@2339
4,3553071M92@2339
3,1810806M91@2339
13,72290154@2339
2,105051@2339
1,WR32005@2339
1,71355782@2339
1,3654329M91@2339
1,AG503214@2339
1,72291322@2339
1,AG517756@2339
1,AG120017@2339
1,AG503637@2339
1,671038C1@2339
1,7855836@2339
2,11270360@2339
1,16501100@2339
2,19744173@2339
2,59381045@2339
1,70239395@2339
2,70261622@2339
2,70261761@2339
9,70261883@2339
1,70272363@2339
16,70526036@2339
79,70650083@2339
73,70920267@2339
20,70921030@2339
33,70927059@2339
1,70930531@2339
38,70937102@2339
2,70951001@2339
4,71128869@2339
9,71133593@2339
17,71148982@2339
7,71163453@2339
5,71165113@2339
1,71511828@2339
1,AG710135@2339
1,700712755@2339
1,3072752@2339
1,AG420564@2339
1,72098604@2339
1,CL629006C2@2339
1,AG310739@2339
1,3709784M91@2339
1,3535604M1@2339
1,AG059107@2339
1,72085030@2339
1,AG306429@2339
1,1D67711@2339
1,72101516@2339
10,AG680027@2339
1,CL657160C0@2339
1,33-0120596@2339
1,1030242M91@2339
1,AG248753@2339
1,72513459@2339
1,1047476M1@2339
1,CL629981C0@2339
2,71173173@2339
3,71197529@2339
9,71290825@2339
4,70229292@2339
3,70240148@2339
4,70253123@2339
4,70259518@2339
12,70260586@2339
3,70262636@2339
3,70265735@2339
2,70271557@2339
26,70271788@2339
6,70277351@2339
5,70406382@2339
1,70549068@2339
2,70589977@2339
5,70595494@2339
12,70904226@2339
20,70915898@2339
21,70921308@2339
1,70925369@2339
115,70932739@2339
27,70934044@2339
1,CL684176C0@2339
1,72246297@2339
4,WR138308@2339
1,72212186@2339
1,3771324M11@2339
1,3821029M91@2339
4,4300182M1@2339
3,3823598M91@2339
5,3812731M92@2339
5,3810646M91@2339
4,3761177M1@2339
4,3814041M2@2339
1,4225475M91@2339
2,CL618500C1@2339
2,SN5915@2339
3,AG610310@2339
2,700131978@2339
2,700149230N@2339
2,AG322033@2339
1,AG711334@2339
1,WR109286@2339
2,CL626755C0@2339
4,CL215710C3@2339
27,70951352@2339
4,71130184@2339
3,71152949@2339
4,71163563@2339
4,71169098@2339
6,71194397@2339
102,19339401@2339
9,57881052@2339
33,70231265@2339
86,70243328@2339
1,70267576@2339
3,70331449@2339
1,70560065@2339
8,70575887@2339
1,70597688@2339
6,70915999@2339
17,70920560@2339
2,70929369@2339
10,70933061@2339
13,70934560@2339
5,71139440@2339
1,71183718@2339
4,71306488@2339
27,71310993@2339
3,71326425@2339
4,71328822@2339
4,71340252@2339
7,71343499@2339
6,71353503@2339
59,71353739@2339
1,71356003@2339
43,71361292@2339
1,59311031@2339
1,70257819@2339
2,70262618@2339
2,70262619@2339
11,70270701@2339
2,70273742@2339
1,70276765@2339
12,70343313@2339
12,70541478@2339
6,70545719@2339
1,70581322@2339
4,70589598@2339
86,70911048@2339
11,70919383@2339
70,70950435@2339
1,71131866@2339
1,71136939@2339
7,71172743@2339
15,71179737@2339
4,71304443@2339
1,71307317@2339
7,71320651@2339
1,71323513@2339
2,71326884@2339
13,71350724@2339
1,71353891@2339
9,71326542@2339
1,71326909@2339
4,71340103@2339
3,71355914@2339
1,71507234@2339
1,71507589@2339
12,71510578@2339
7,71511387@2339
4,71512046@2339
5,71513809@2339
3,71513817@2339
8,71513830@2339
3,71513901@2339
2,71513922@2339
5,71514006@2339
10,71514016@2339
10,71514044@2339
2,71514069@2339
9,71514214@2339
2,71514286@2339
10,71514310@2339
2,71514389@2339
4,71514419@2339
2,71514436@2339
